,Companies,Farm Segment,Solution Focus,Country,All Investors,Total Funding,country,code_2,code_3,country_code,iso_3166_2,continent,sub_region,region_code,sub_region_code,Funding,region
1073,Satelligence,Crops,Monitoring & Management,Netherlands,"4impact, Horizon 2020",2.3,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,2300000,Europe
1074,SatSure,Crops,Monitoring & Management,Switzerland,"startAD, Cisco Launchpad, Baring Private Equity Partners India, ADB Ventures, Flow State Ventures, Force Ventures, IndigoEdge, Luckbox Ventures, Nischay Goel, Saikiran Krishnamurthy, Toch",5.11,Switzerland,CH,CHE,756,ISO 3166-2:CH,Europe,Western Europe,150,155,5110000,Europe
1075,Saturas,Crops,Monitoring & Management,Israel,"The Trendlines Group, Amir Supply, Anat Halgoa Solomon, Gefen Capital, MIGAL Galilee Research Institute, Moshe Meron, Shlomo Nehama, Familia Torres, Hubei Forbon Technology, Israel Farmers Union, Ramat Magshimim, Horizon 2020",9.7,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,9700000,Asia
1076,Satyukt,Crops,Monitoring & Management,India,"NabVentures, Social Alpha",0.5,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,500000,Asia
1077,SavorEat - Egg'n'up,"Livestock, Poultry, & Meats",Biotech,Israel,Millennium Food-Tech,2.5,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,2500000,Asia
1078,Scanit Technologies,Crops,Monitoring & Management,United States,,0.6,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,600000,North America
1079,SciCrop,Crops,Monitoring & Management,Brazil,EqSeed,0.4,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,400000,South America
1080,ScoutPro,Crops,Monitoring & Management,United States,Pappajohn Iowa Entrepreneurial Venture Competition,1.01,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1010000,North America
1081,Sea Warden,Fishing & Seafood,Monitoring & Management,United States,"Hatch, Japfa Feeds the Future",0.08,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,80000,North America
1082,SeaChange Biochemistry,"Livestock, Poultry, & Meats",Biotech,Canada,"Innovacorp Start-Up Yard, Ocean Startup Challenge",0.06,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,60000,North America
1083,Seadling,Crops,Biotech,Malaysia,GROW,0.2,Malaysia,MY,MYS,458,ISO 3166-2:MY,Asia,South-Eastern Asia,142,35,200000,Asia
1084,Seak,Crops,Monitoring & Management,Japan,"Japan Bank for International Cooperation, Mitsubishi UFJ Capital, STRIVE, Warehouse TERRADA",2.8,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,2800000,Asia
1085,Secai Marche,Multi-faceted,Distribution & Sales,Japan,"Beyond Next Ventures, Rakuten Capital",1.5,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,1500000,Asia
1086,SeeTree,Crops,Monitoring & Management,Israel,"Canaan Partners Israel, Hanaco Venture Capital, Mindset Ventures, Uri Levine, iAngels, Orbia, Citrosuco, International Finance Corporation, Kubota Corporation",47.7,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,47700000,Asia
1087,Segetis,Crops,Biotech,United States,"Khosla Ventures, DSM Venturing, Malaysian Life Sciences Capital Fund, PNB Equity Resource, SABIC Ventures, GFBiochemicals",74.67,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,74670000,North America
1088,Segra,Crops,Biotech,Canada,,10.91,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,10910000,North America
1089,Selina Wamucii,Crops,Distribution & Sales,Kenya,"MassChallenge, Expo 2020 Dubai, FoodTrack by Maersk",0.1,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,100000,Africa
1090,Semaai,Multi-faceted,Business Planning & Finance,Indonesia,"BEENEXT, Surge",1.25,Indonesia,ID,IDN,360,ISO 3166-2:ID,Asia,South-Eastern Asia,142,35,1250000,Asia
1091,Semios,Crops,Monitoring & Management,Canada,"FedDev Ontario, Niagara Angel Network, Haywood Securities, Verizon, Western Economic Diversification Canada, Sustainable Development Technology Canada, Morningside Technology Ventures, CIBC Innovation Banking, Google for Startups Accelerator",211.34,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,211340000,North America
1092,Sencrop,Crops,Monitoring & Management,France,"Breega Capital, Emertec Gestion, Scale by Euratech, Bpifrance, Demeter Partners, NCI, Nord Capital Partenaires, The Yield Lab, EIT Food, SAP.iO Foundry Paris",12.05,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,12050000,Europe
1093,Seniverse,Crops,Monitoring & Management,China,"Albatross Venture, Chengwei Capital, GSR Ventures",0.92,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,920000,Asia
1094,Sensee,Crops,Monitoring & Management,New Zealand,Sprout Agritech,0.02,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,Oceania,Australia and New Zealand,9,53,20000,Oceania
1095,Sensegrass,Crops,Monitoring & Management,United States,"Sente, EIT Food, Facebook India Innovation Hub, Alchemist Accelerator, Entrepreneurs Roundtable Accelerator, Norrsken Impact Accelerator, Long Beach Accelerator",0.24,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,240000,North America
1096,Sensix,Crops,Monitoring & Management,Brazil,"Algar Ventures, InovAtiva Brazil, Domo Invest, Silver Angels, Future of Food Latam Agritech and Foodtech Accelerator",0.21,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,210000,South America
1097,Sensoraide,Crops,Monitoring & Management,Netherlands,Startupbootcamp HighTech XL,0.02,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,20000,Europe
1098,Sensorygen,Crops,Biotech,United States,Vertical Venture Partners,2.48,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2480000,North America
1099,SenSprout,Crops,Monitoring & Management,Japan,"The Chivas Venture, ABBALab, GMO VenturePartners, Mitsui Sumitomo Insurance Venture Capital, Spiral Ventures, FGN ABBALab, JMTC Capital, REGAIN Group, Shibata, Tommy Tomishima, Yosemite LLC",1.46,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,1460000,Asia
1100,Sensurion,Crops,Monitoring & Management,United States,,2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2000000,North America
1101,Sentinel,Fishing & Seafood,Monitoring & Management,Croatia,South Central Ventures,1.18,Croatia,HR,HRV,191,ISO 3166-2:HR,Europe,Southern Europe,150,39,1180000,Europe
1102,Serket,"Livestock, Poultry, & Meats",Monitoring & Management,Netherlands,"Startupbootcamp FoodTech, Horizon 2020, UiPath Automation Awards, EIT Food",0.08,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,80000,Europe
1103,Seven Kilometers,Crops,Distribution & Sales,China,"Huier Agriculture, Zhenshun Fund, Qiming Venture Partners",6.13,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,6130000,Asia
1104,SGB,Crops,Biotech,United States,"Flint Hills Resources, Life Technologies Corporation, Finistere Ventures, Thomas McNerney & Partners",37.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,37400000,North America
1105,Shamba Pride,Multi-faceted,Distribution & Sales,Kenya,"Ashoka Social Investment Accelerator, Gray Matters Capital, NINJA Accelerator, Seedstars",1.32,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,1320000,Africa
1106,Shennongguoyou Camellia Oil,Crops,Business Planning & Finance,China,"AD-VC Fund, Kotler Marketing Group",46.38,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,46380000,Asia
1107,Shepherd,"Livestock, Poultry, & Meats",Monitoring & Management,New Zealand,Sprout Agritech,0.02,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,Oceania,Australia and New Zealand,9,53,20000,Oceania
1108,Sherpa Space,Crops,Monitoring & Management,South Korea,"Bluepoint Partners Accelerator, Intellectual Discovery, KB Investment",1.77,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,1770000,Asia
1109,Sheyuan,Crops,Distribution & Sales,China,"New Cooperation Trade Chain Group, GX Capital, Guangdong Quchen Capital",7.32,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,7320000,Asia
1110,Shield Diagnostics,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"Y Combinator, Andreessen Horowitz, Josh Buckley, Refactor Capital, Civilization Ventures",9.46,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9460000,North America
1111,Shiok Meats,Fishing & Seafood,Biotech,Singapore,"Y Combinator, AiiM Partners, Boom Capital, Ryan Bethencourt, Big Idea Ventures, Henry Soesanto, Agronomics, Aera VC, Impact Ventures UK, Mindshift Capital, VegInvest, Alex Payne, Aqua-Spark, Beyond Impact, Ilshin Investment, Irongrey, Kelvin Chan Siang Lin, Makana Ventures, Nicole Brodeur, Real Tech Fund, Seeds Capital, Toyo Seikan Group Holdings, Veg Capital, YellowDog, CJ CheilJedang, The Alexander Payne Living Trust, Twynam Investments, Vinh Hoan, Woowa Brothers, Cultured Seafood Investors, Yi Sung Yong",21.35,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-Eastern Asia,142,35,21350000,Asia
1112,Shore Trade,Fishing & Seafood,Distribution & Sales,Australia,"Investible, Investible Ventures, Luxem, Vulpes Investment Management",7.52,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,7520000,Oceania
1113,SiembraCo,Crops,Business Planning & Finance,Colombia,Future of Food Latam Agritech and Foodtech Accelerator,0.02,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,South America,19,5,20000,South America
1114,Silent Herdsman,"Livestock, Poultry, & Meats",Monitoring & Management,United Kingdom,"Albion Capital, Scottish Equity Partners, Scottish Investment Bank, Afimilk",4.95,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,4950000,Europe
1115,Silo,Multi-faceted,Distribution & Sales,United States,"Haystack Fund, Initialized Capital, Kevin Mahaffey, Matt Brezina, Penny Newman, Andreessen Horowitz",12,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12000000,North America
1116,Simulate,"Livestock, Poultry, & Meats",Biotech,United States,"ACME Capital, Bob Pittman, Greylock Partners, M Ventures, Maven Ventures, McCain Foods, NOMO Ventures, Neil Parikh, Rainfall Ventures, AgFunder, Alexis Ohanian, Jasmine Tookes, Lerer Hippeau, Walter Robb, Chris Sacca, Crystal Sacca, Day One Ventures, Imaginary Ventures, Seven Seven Six",61.1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,61100000,North America
1117,Skira,Crops,Distribution & Sales,Sweden,"Arndahl, Lars Svensson, Plus Capital, Pontus Gustafsson, Tuva Palm",0.45,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,450000,Europe
1118,Skycision,Crops,Monitoring & Management,United States,"Forum Ventures, AgLaunch, Dane Scurich, Innova Memphis, Pete Nelson, Scurich Berry Farms",1.2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1200000,North America
1119,Skyfront,Crops,Monitoring & Management,United States,Qualcomm Robotics Accelerator,0.02,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,20000,North America
1120,SkyGrow,Crops,Monitoring & Management,Australia,muru-D,0.03,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,30000,Oceania
1121,SkySquirrel Technologies,Crops,Monitoring & Management,Canada,"Innovacorp, Pearse Lyons Cultivator, VineView",3.41,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,3410000,North America
1122,SkyWatch Space Applications,Crops,Monitoring & Management,Canada,"Communitech Rev, ARC Angel Fund, Globalive, Golden Ventures, SK Ventures, Sinai Ventures, Space Angels, Techstars Ventures, Plug and Play Accelerator, Techstars, BDC Venture Capital, Bullpen Capital, Drive Capital, Space Capital",28.1,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,28100000,North America
1123,SLANTRANGE,Crops,Monitoring & Management,United States,"Mainsail Partners, The Investor Group, Paycheck Protection Program",9.78,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9780000,North America
1124,Small Robot Company,Crops,Monitoring & Management,United Kingdom,"Indiegogo, Crowdcube, The Institution of Engineering and Technology, Innovate UK, 7Percent, Tech Nation",10.65,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,10650000,Europe
1125,Smallhold,Crops,Monitoring & Management,United States,"Techstars, MassChallenge",28.79,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,28790000,North America
1126,Smart Farm Systems,Crops,Monitoring & Management,United States,"Innovators Program, Mammoth View",5.57,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,5570000,North America
1127,Smart Shepherd,"Livestock, Poultry, & Meats",Monitoring & Management,Australia,"HAX, SOSV",0.1,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,100000,Oceania
1128,Smart Yields,Crops,Monitoring & Management,United States,"Blue Startups, Elemental Excelerator, Laudato Si' Startup Challenge",1.92,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1920000,North America
1129,Smartbreeder,Crops,Monitoring & Management,Brazil,Inseed Investimentos,1.52,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,1520000,South America
1130,Smartfield,Crops,Monitoring & Management,United States,"Texas Emerging Technology Fund, Alamosa Holdings",1.59,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1590000,North America
1131,SmartSeeds LLC,Crops,Packing & Supply Chain,Russian Federation,VebVentures,10.19,Russian Federation,RU,RUS,643,ISO 3166-2:RU,Europe,Eastern Europe,150,151,10190000,Europe
1132,Smartwyre,Multi-faceted,Distribution & Sales,United States,"Anterra Capital, Paycheck Protection Program, Cavallo Ventures, Fall Line Capital, High Alpha, Revolution Rise Of The Rest Seed Fund",13.83,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,13830000,North America
1133,Soft Robotics,Crops,Packing & Supply Chain,United States,"Haiyin Capital, Material Impact, Taylor Ventures, In-Q-Tel, ABB Technology Ventures, Calibrate Ventures, Honeywell Ventures, Hyperplane Venture Capital, Scale Venture Partners, Tekfen Ventures, Yamaha Motor Ventures, Plug and Play Accelerator, FANUC, Tyson Ventures",58,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,58000000,North America
1134,Soil IQ,Crops,Monitoring & Management,United States,"Orange, Orange Fab",1.73,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1730000,North America
1135,Solar Oyster,Fishing & Seafood,Monitoring & Management,United States,F3 Tech Accelerator,0.01,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,10000,North America
1136,Solasta Bio,Crops,Biotech,United Kingdom,"SIS Ventures, UKI2S Innovate Accelerator, Yield Lab Europe, University of Glasgow, Scottish Enterprise",1.8,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,1800000,Europe
1137,Solinftec,Crops,Monitoring & Management,Brazil,"TPG Alternative & Renewable Technologies, Magazine Luiza, Unbox Capital, Gaia Securitizadora, Itau Unibanco, AgFunder, Planeta Securitizadora Agro",66.6,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,66600000,South America
1138,Solugen,Multi-faceted,Biotech,United States,"Y Combinator, FundersClub, Liquid 2 Ventures, Massachusetts Institute of Technology, Refactor Capital, Social Capital Partnerships, Yuri Sagalov, Imagine Chemistry Challange, Aera VC, Soma Capital, Taurus Ventures, Fifty Years Fund, Founders Fund, KdT Ventures, Paycheck Protection Program, Temasek, Baillie Gifford & Co., BlackRock, Carbon Direct, GIC",443.07,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,443070000,North America
1139,Solum,Crops,Monitoring & Management,United States,"Felicis, Khosla Ventures, Andreessen Horowitz, Climate FieldView",23.55,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,23550000,North America
1140,Solynta,Crops,Biotech,Netherlands,"Fortissimo Capital, Innovation Industries",43.7,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,43700000,Europe
1141,SomaDetect,"Livestock, Poultry, & Meats",Monitoring & Management,Canada,"Fierce Founders, 43North, T-Mobile Accelerator, New Brunswick Innovation Foundation, Dairy Farmers of America, Pearse Lyons Cultivator, SheEO, Government of Canada, Builders VC, Cavallo Ventures, New York Ventures, WNY Impact Investment Fund, Innovation, Science and Economic Development Canada, Sustainable Development Technology Canada, Ag Capital Canada, Merck Animal Health Ventures",14.16,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,14160000,North America
1142,Something Better Foods,"Livestock, Poultry, & Meats",Biotech,United States,ICA,0.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,500000,North America
1143,Songxiaocai,Crops,Monitoring & Management,China,"Wu Yongming, IDG Capital, Puhua Capital, Vision Plus Capital, Matrix Partners China, Ventech China, Yintai Group, Global Logistic Properties, Index Capital, Huagai Capital, M31 Capital, Peakview Capital",91.57,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,91570000,Asia
1144,Sophie's Kitchen,Fishing & Seafood,Biotech,United States,"Slingshot@Switch, Nutrition Greenhouse, Chipotle Aluminaries Project, Temasek Foundation Ecosperity, Billy Goat Brands",6.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6500000,North America
1145,Soplaya,Multi-faceted,Distribution & Sales,Italy,"CDP Venture Capital SGR, Invitalia Ventures, Italia 500, Programma 101",3.96,Italy,IT,ITA,380,ISO 3166-2:IT,Europe,Southern Europe,150,39,3960000,Europe
1146,Sound Agriculture,Crops,Biotech,United States,"Cavallo Ventures, Cultivian Sandbox, Fall Line Capital, Mission Bay Capital, Syngenta Group Ventures, Bill & Melinda Gates Foundation, S2G Ventures, Leaps by Bayer, Northpond Ventures, Tabard Venture Capital",82.92,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,82920000,North America
1147,Source.ag,Crops,Biotech,Netherlands,"Acre Venture Partners, Agro Care, Astanor, E14 Fund, Harvest House Cooperative, Rainbow Growers Group",10,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,10000000,Europe
1148,SpecLab,Crops,Monitoring & Management,Brazil,"Pulse Innovation Hub, SP Ventures",1.2,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,1200000,South America
1149,Spensa Technologies,Crops,Monitoring & Management,United States,"Village Capital, Emerging Innovations Fund, Radicle Capital, DTN",2.65,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2650000,North America
1150,Spiio,Crops,Monitoring & Management,Denmark,"cityFounders, Inqvation",0.15,Denmark,DK,DNK,208,ISO 3166-2:DK,Europe,Northern Europe,150,154,150000,Europe
1151,Spowdis,Crops,Monitoring & Management,Sweden,"Almi Invest, Lars Thunell",2.21,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,2210000,Europe
1152,Sprinkl,Crops,Monitoring & Management,United States,Ian Woodward-Smith,1.3,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1300000,North America
1153,Sproud,Crops,Biotech,Sweden,VGC Partners,6.34,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,6340000,Europe
1154,Square Roots,Crops,Monitoring & Management,United States,"FoodTech Angels, GroundUp, Lightbank, Powerplant Ventures, Collab+Currency",27.88,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,27880000,North America
1155,Stable,Multi-faceted,Business Planning & Finance,United Kingdom,"Anthemis, Ascot Underwriting Holdings, Baloise Group, Syngenta Ventures, Conti Ventures, Greycroft, Notion Capital, Gaingels",52.81,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,52810000,Europe
1156,Starfield,"Livestock, Poultry, & Meats",Biotech,China,"Dao Foods International, JOY Capital, Matrix Partners China, Unovis Asset Management, Sky9 Capital, Lightspeed China Partners, Ming Zeng, Primavera Capital Group",110,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,110000000,Asia
1157,Stellapps,"Livestock, Poultry, & Meats",Monitoring & Management,India,"Omnivore Partners, BEENEXT, Binny Bansal, Blume Ventures, Venture Highway, ABB Technology Ventures, Bill & Melinda Gates Foundation, Celesta Capital, Qualcomm Ventures, National Bank For Agriculture And Rural Development, Stride Ventures, Nutreco, IDH Farmfit Fund",32,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,32000000,Asia
1158,Stenon,Crops,Monitoring & Management,Germany,"Cherry Ventures, Atlantic Labs, Founders Fund, The Production Board",20,Germany,DE,DEU,276,ISO 3166-2:DE,Europe,Western Europe,150,155,20000000,Europe
1159,Stockeld Dreamery,"Livestock, Poultry, & Meats",Biotech,Sweden,"Astanor Ventures, Creandum, Eric Wahlforss, Henry Asanto, Inventure, Kale United, Northzone Ventures, Purple Orange Ventures, Alexander Ljung, David Frenkiel, Edastra Venture Capital, Eurazeo, Henry Soesanto, Martas Explorers, Norrsken VC, Refood Invest, Trellis Road",23.1,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,23100000,Europe
1160,Strella Biotechnology,Crops,Packing & Supply Chain,United States,"Innovation Open, Art Mesher, Catapult Ventures, Mark Cuban, MentorTech Ventures, Red & Blue Ventures, UNION Labs Ventures, Yamaha Motor Ventures, Target Technology Accelerator",3.42,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3420000,North America
1161,Strider,Crops,Monitoring & Management,Brazil,"Barn Investimentos, Monashees+, Qualcomm Ventures, Syngenta",4.63,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,4630000,South America
1162,String Bio,"Livestock, Poultry, & Meats",Monitoring & Management,India,"Future Food Asia, Ankur Capital, KITVEN, Oil and Natural Gas, Seventure Partners, Srinivasa Farms",0.1,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,100000,Asia
1163,SunCulture,Crops,Monitoring & Management,Kenya,"Powering Agriculture, Microsoft, Electricite de France, Acumen Capital Finance Partners, Dream Project Incubators, Energy Access Ventures, African Development Bank Group, AlphaMundi, Nordic Development Fund, Triodos Investment Management",27,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,27000000,Africa
1164,Sundial Foods,"Livestock, Poultry, & Meats",Biotech,United States,"Clear Current Capital, FoodLabs, IndieBio, Nestle, SOSV, Nestlé R&D Accelerator",4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,4000000,North America
1165,SuperMeat,"Livestock, Poultry, & Meats",Biotech,Israel,"Blue Horizon, PHW, Sirius Venture Capital, Stray Dog Capital, Unovis Asset Management, Agronomics",14,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,14000000,Asia
1166,Superplum,Crops,Packing & Supply Chain,India,"Binny Bansal, Curtis Macnguyen, Dan Rose, Kabir Misra, Mark Siegel, Ron Snyder, Steve Jurvetson",3.8,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,3800000,Asia
1167,SuperZop,Crops,Distribution & Sales,India,"Centre for Innovation Incubation and Entrepreneurship, Gurumurthy Raman, SIDBI Venture, Incofin Investment Management",5.16,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,5160000,Asia
1168,SupPlant,Crops,Monitoring & Management,Israel,"Mivtach Shamir Holdings, Nulandis, Boresight Capital, Menomadin Foundation, Smart Agro Fund, Red Dot Capital Partners",55,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,55000000,Asia
1169,Sustainitech,Crops,Monitoring & Management,Canada,,0.4,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,400000,North America
1170,Sustenir,Crops,Monitoring & Management,Singapore,"Grok Ventures, Temasek",11.72,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-Eastern Asia,142,35,11720000,Asia
1171,SwarmFarm,Crops,Monitoring & Management,Australia,"Department of Industry, Innovation and Science, Atesian, Queensland Government, Tenacious Ventures, The Nature Conservancy",7.39,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,7390000,Oceania
1172,Sweeper,Crops,Biotech,China,"GSR United Capital, Kongxing Wu, SRE Asset Management, Hangzhou Huiyue, Xiandong Jing",3.25,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,3250000,Asia
1173,Swift Navigation,Crops,Monitoring & Management,United States,"Brainchild Holdings, Fall Line Capital, Felicis, First Round Capital, Lemnos, Qualcomm Ventures, VTF Capital, Eclipse Ventures, New Enterprise Associates, Promus Ventures, Paycheck Protection Program, EPIQ Capital Group, KDDI Open Innovation Fund",99.2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,99200000,North America
1174,SWIIM System,Crops,Monitoring & Management,United States,"goFARM Australia, Costa Asset Management, Paycheck Protection Program",14.72,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,14720000,North America
1175,SwineTech,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"Ag Ventures Alliance, Iowa Startup Accelerator, Quake Capital, Innova Memphis, Pearse Lyons Cultivator, Pappajohn Iowa Entrepreneurial Venture Competition, SVG Ventures, AgLaunch, Johnsonville Ventures, SVE Capital, The Berkely Catalyst, Paycheck Protection Program",13.64,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,13640000,North America
1176,SwissDeCode,Crops,Biotech,Switzerland,"MassChallenge, Kickstart Accelerator, Plug and Play Accelerator, FoodBytes!, COVID-19 Rapid Response Call for Innovation, EIC Accelerator, EIT Food, VisVires New Protein",7.24,Switzerland,CH,CHE,756,ISO 3166-2:CH,Europe,Western Europe,150,155,7240000,Europe
1177,Taimba,Crops,Distribution & Sales,Kenya,"Make-IT Accelerator, Food+City Challenge Prize, Traction Camp, Gray Matters Capital, DOEN Foundation, Enviu, FAST Accelerator",0.39,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,390000,Africa
1178,Talent Cloud,Crops,Monitoring & Management,China,"Microsoft ScaleUp, Pagoda, Digital Guangxi Group, Taiyou Fund, ZhenFund",3.13,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,3130000,Asia
1179,Talon Aerolytics,Crops,Monitoring & Management,United States,"Ballast Point Ventures, ITC Capital Partners, Paycheck Protection Program",10.75,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,10750000,North America
1180,TaniHub Group,Multi-faceted,Distribution & Sales,Indonesia,"Alpha JWC Ventures, Digital Financial Service Lab, Golden Gate Ventures, Intudo Ventures, OpenSpace Ventures, BRI Ventures, Tenaya Capital, UOB Venture Management, Vertex Ventures HC, ADD Ventures, Flourish Ventures, MDI Ventures, Vertex Ventures",92.5,Indonesia,ID,IDN,360,ISO 3166-2:ID,Asia,South-Eastern Asia,142,35,92500000,Asia
